1642488,2022-10-19T17:21:12,1666200072,719515272
1642488,2022-10-19T17:21:13,1666200073,719515273
1642488,2022-10-19T17:21:16,1666200076,719515276
1642488,2022-10-19T17:29:31,1666200571,719515771
1642488,2022-10-19T17:29:31,1666200571,719515771
1642488,2022-10-19T17:29:31,1666200571,719515771
1642488,2022-10-19T17:29:45,1666200585,719515785
1642488,2022-10-19T17:31:35,1666200695,719515895
1642488,2022-10-19T17:31:36,1666200696,719515896
1642488,2022-10-19T17:31:36,1666200696,719515896
1642488,2022-10-19T17:31:37,1666200697,719515897
1642488,2022-10-24T10:33:21,1666607601,719922801
1642488,2022-10-24T10:33:22,1666607602,719922802
1642488,2022-10-24T10:33:22,1666607602,719922802
1642488,2022-10-24T10:33:23,1666607603,719922803
1642488,2022-10-24T10:33:23,1666607603,719922803
1642488,2022-10-24T10:42:13,1666608133,719923333
1642488,2022-10-24T10:42:14,1666608134,719923334
1642488,2022-10-24T10:44:49,1666608289,719923489
1642488,2022-10-24T10:44:49,1666608289,719923489
1642488,2022-10-24T10:44:49,1666608289,719923489
1642488,2022-10-24T10:44:49,1666608289,719923489
1642488,2022-10-24T10:44:50,1666608290,719923490
1642488,2022-10-25T13:17:01,1666703821,720019021
1642488,2022-10-25T13:28:57,1666704537,720019737
1642488,2022-10-25T13:36:12,1666704972,720020172
1642488,2022-10-25T13:43:22,1666705402,720020602
1642488,2022-10-25T13:50:47,1666705847,720021047
1642488,2022-10-25T13:55:33,1666706133,720021333
1642488,2022-10-25T14:02:50,1666706570,720021770
1642488,2022-10-25T14:11:38,1666707098,720022298
1642488,2022-10-25T14:20:03,1666707603,720022803
1642488,2022-10-25T14:35:32,1666708532,720023732
1642488,2022-10-25T14:55:25,1666709725,720024925
1642488,2022-10-25T15:17:20,1666711040,720026240
1642488,2022-10-25T15:28:25,1666711705,720026905
1642488,2022-10-25T15:35:12,1666712112,720027312
1642488,2022-10-25T15:42:25,1666712545,720027745
1642488,2022-10-25T16:00:26,1666713626,720028826
1642488,2022-10-25T16:13:22,1666714402,720029602
1642488,2022-10-25T16:18:52,1666714732,720029932
1642488,2022-10-25T16:24:54,1666715094,720030294
1642488,2022-10-25T16:52:43,1666716763,720031963
1642488,2022-10-25T17:15:16,1666718116,720033316
1642488,2022-10-25T17:29:34,1666718974,720034174
1642488,2022-10-25T17:37:00,1666719420,720034620
1642488,2022-10-25T17:42:34,1666719754,720034954
1642488,2022-10-25T17:52:58,1666720378,720035578
1642488,2022-10-25T18:00:13,1666720813,720036013
1642488,2022-10-25T18:05:31,1666721131,720036331
1642488,2022-10-25T18:10:51,1666721451,720036651
1642488,2022-10-25T18:12:29,1666721549,720036749
1642488,2022-10-25T18:13:30,1666721610,720036810
1642488,2022-10-25T18:14:58,1666721698,720036898
1642488,2022-10-25T18:16:09,1666721769,720036969
1642488,2022-10-25T18:19:44,1666721984,720037184
1642488,2022-10-25T18:22:46,1666722166,720037366
1642488,2022-10-25T18:26:00,1666722360,720037560
1642488,2022-10-25T18:30:00,1666722600,720037800
1642488,2022-10-25T18:37:20,1666723040,720038240
1642488,2022-10-25T18:42:35,1666723355,720038555
1642488,2022-10-25T18:51:29,1666723889,720039089
1642488,2022-10-25T18:57:37,1666724257,720039457
1642488,2022-10-25T19:15:30,1666725330,720040530
1642488,2022-10-25T19:46:10,1666727170,720042370
1642488,2022-10-25T19:53:52,1666727632,720042832
1642488,2022-10-25T20:24:58,1666729498,720044698
1642488,2022-10-25T21:59:47,1666735187,720050387
1642488,2022-10-25T22:44:56,1666737896,720053096
1642488,2022-10-25T23:00:54,1666738854,720054054
1642488,2022-10-25T23:06:05,1666739165,720054365
1642488,2022-10-25T23:14:09,1666739649,720054849
1642488,2022-10-25T23:28:11,1666740491,720055691
1642488,2022-10-25T23:38:45,1666741125,720056325
1642488,2022-10-25T23:44:27,1666741467,720056667
1642488,2022-10-25T23:52:04,1666741924,720057124
1642488,2022-10-26T00:18:54,1666743534,720058734
1642488,2022-10-26T00:27:26,1666744046,720059246
1642488,2022-10-26T00:38:54,1666744734,720059934
1642488,2022-10-27T22:14:20,1666908860,720224060
1642488,2022-10-28T04:10:58,1666930258,720245458
1642488,2022-10-28T04:15:02,1666930502,720245702
1642488,2022-10-28T04:16:43,1666930603,720245803
1642488,2022-10-28T04:20:20,1666930820,720246020
1642488,2022-10-28T04:24:04,1666931044,720246244
1642488,2022-10-28T04:29:37,1666931377,720246577
1642488,2022-10-28T04:37:31,1666931851,720247051
1642488,2022-10-28T04:44:17,1666932257,720247457
1642488,2022-10-28T04:53:48,1666932828,720248028
1642488,2022-10-28T05:00:51,1666933251,720248451
1642488,2022-10-28T05:09:34,1666933774,720248974
1642488,2022-10-28T05:13:57,1666934037,720249237
1642488,2022-10-28T05:24:03,1666934643,720249843
1642488,2022-10-28T05:36:45,1666935405,720250605
1642488,2022-10-28T05:40:23,1666935623,720250823
1642488,2022-10-28T05:45:08,1666935908,720251108
1642488,2022-10-28T05:47:48,1666936068,720251268
1642488,2022-10-28T05:50:36,1666936236,720251436
1642488,2022-10-28T05:53:06,1666936386,720251586
1642488,2022-10-28T05:56:01,1666936561,720251761
1642488,2022-10-28T06:01:32,1666936892,720252092
1642488,2022-10-28T06:07:10,1666937230,720252430
1642488,2022-10-28T06:14:50,1666937690,720252890
1642488,2022-10-28T06:19:55,1666937995,720253195
1642488,2022-10-28T06:24:15,1666938255,720253455
1642488,2022-10-28T06:28:25,1666938505,720253705
1642488,2022-10-28T06:32:54,1666938774,720253974
1642488,2022-10-28T06:37:17,1666939037,720254237
1642488,2022-10-28T06:42:02,1666939322,720254522
1642488,2022-10-28T06:46:31,1666939591,720254791
1642488,2022-10-28T06:50:41,1666939841,720255041
1642488,2022-10-28T06:56:37,1666940197,720255397
1642488,2022-10-28T06:58:31,1666940311,720255511
1642488,2022-10-28T07:01:44,1666940504,720255704
1642488,2022-10-28T07:04:32,1666940672,720255872
1642488,2022-10-28T07:06:34,1666940794,720255994
1642488,2022-10-28T07:09:34,1666940974,720256174
1642488,2022-10-28T07:11:38,1666941098,720256298
1642488,2022-10-28T07:14:08,1666941248,720256448
1642488,2022-10-28T08:57:54,1666947474,720262674
1642488,2022-10-30T21:07:28,1667164048,720479248
1642488,2022-10-30T21:56:56,1667167016,720482216
1642488,2022-10-30T22:06:12,1667167572,720482772
1642488,2022-10-30T22:14:33,1667168073,720483273
1642488,2022-10-30T22:29:24,1667168964,720484164
1642488,2022-10-30T22:42:48,1667169768,720484968
1642488,2022-10-30T22:44:48,1667169888,720485088
1642488,2022-10-30T22:51:04,1667170264,720485464
1642488,2022-10-30T22:57:56,1667170676,720485876
1642488,2022-10-30T23:07:20,1667171240,720486440
1642488,2022-10-30T23:13:05,1667171585,720486785
1642488,2022-10-30T23:20:30,1667172030,720487230
1642488,2022-10-30T23:25:30,1667172330,720487530
1642488,2022-10-30T23:27:51,1667172471,720487671
1642488,2022-10-30T23:30:05,1667172605,720487805
1642488,2022-10-30T23:33:12,1667172792,720487992
1642488,2022-10-30T23:37:05,1667173025,720488225
1642488,2022-10-30T23:42:20,1667173340,720488540
1642488,2022-10-30T23:51:59,1667173919,720489119
1642488,2022-10-30T23:55:55,1667174155,720489355
