8364224,2023-07-24T20:38:59,1690231139,743546339,24.39,59.57
8364224,2023-07-24T20:39:02,1690231142,743546342,24.41,59.17
8364224,2023-07-24T20:41:00,1690231260,743546460,24.43,62.99
8364224,2023-07-24T20:42:33,1690231353,743546553,25.11,62.98
8364224,2023-07-24T20:42:36,1690231356,743546556,25.11,62.75
8364224,2023-07-24T20:42:39,1690231359,743546559,25.14,62.86
8364224,2023-07-24T20:42:53,1690231373,743546573,25.24,60.33
8364224,2023-07-24T20:42:56,1690231376,743546576,25.24,60.16
8364224,2023-07-24T20:42:58,1690231378,743546578,25.27,61.64
8364224,2023-07-24T20:43:00,1690231380,743546580,25.28,62.68
8364224,2023-07-24T20:43:05,1690231385,743546585,25.29,61.83
8364224,2023-07-24T20:43:07,1690231387,743546587,25.31,61.02
8364224,2023-07-24T20:43:11,1690231391,743546591,25.30,61.26
8364224,2023-07-24T20:43:16,1690231396,743546596,25.35,59.63
8364224,2023-07-24T20:43:18,1690231398,743546598,25.34,59.06
8364224,2023-07-24T20:43:20,1690231400,743546600,25.36,58.85
8364224,2023-07-24T20:43:23,1690231403,743546603,25.36,58.59
8364224,2023-07-24T20:43:24,1690231404,743546604,25.37,58.46
8364224,2023-07-24T20:43:32,1690231412,743546612,25.35,57.85
8364224,2023-07-24T20:43:34,1690231414,743546614,25.37,58.06
8364224,2023-07-24T20:43:37,1690231417,743546617,25.39,58.52
8364224,2023-07-24T20:43:45,1690231425,743546625,25.39,59.66
8364224,2023-07-24T20:43:49,1690231429,743546629,25.43,59.71
8364224,2023-07-24T20:43:53,1690231433,743546633,25.40,58.00
8364224,2023-07-24T20:43:55,1690231435,743546635,25.42,57.86
8364224,2023-07-24T20:44:00,1690231440,743546640,25.40,57.64
8364224,2023-07-24T20:44:05,1690231445,743546645,25.39,56.98
8364224,2023-07-24T20:44:13,1690231453,743546653,25.42,57.89
8364224,2023-07-24T20:44:14,1690231454,743546654,25.42,57.56
8364224,2023-07-24T20:44:23,1690231463,743546663,25.42,57.36
8364224,2023-07-24T20:44:26,1690231466,743546666,25.43,57.58
8364224,2023-07-24T20:44:28,1690231468,743546668,25.44,57.63
8364224,2023-07-24T20:44:33,1690231473,743546673,25.43,57.85
8364224,2023-07-24T20:44:36,1690231476,743546676,25.43,57.31
8364224,2023-07-24T20:44:41,1690231481,743546681,25.43,57.28
8364224,2023-07-24T20:44:45,1690231485,743546685,25.44,57.12
8364224,2023-07-24T20:44:54,1690231494,743546694,25.45,57.00
8364224,2023-07-24T20:44:55,1690231495,743546695,25.43,56.81
8364224,2023-07-24T20:45:15,1690231515,743546715,25.54,60.19
8364224,2023-07-24T20:46:05,1690231565,743546765,25.57,58.33
8364224,2023-07-24T20:46:08,1690231568,743546768,25.57,58.22
8364224,2023-07-24T20:46:10,1690231570,743546770,25.54,57.92
8364224,2023-07-24T20:46:15,1690231575,743546775,25.56,57.90
8364224,2023-07-24T20:46:22,1690231582,743546782,25.54,58.03
8364224,2023-07-24T20:46:25,1690231585,743546785,25.55,57.79
8364224,2023-07-24T20:46:28,1690231588,743546788,25.54,57.68
8364224,2023-07-24T20:46:34,1690231594,743546794,25.55,57.03
8364224,2023-07-24T20:46:36,1690231596,743546796,25.53,56.87
8364224,2023-07-24T20:46:40,1690231600,743546800,25.54,56.86
8364224,2023-07-24T20:46:43,1690231603,743546803,25.55,56.96
8364224,2023-07-24T20:46:46,1690231606,743546806,25.54,56.90
8364224,2023-07-24T20:46:50,1690231610,743546810,25.56,57.27
8364224,2023-07-24T20:46:54,1690231614,743546814,25.54,57.60
8364224,2023-07-24T20:46:55,1690231615,743546815,25.55,57.53
8364224,2023-07-24T20:46:59,1690231619,743546819,25.54,57.86
8364224,2023-07-24T20:47:04,1690231624,743546824,25.53,58.45
8364224,2023-07-24T20:47:06,1690231626,743546826,25.54,58.50
8364224,2023-07-24T20:47:09,1690231629,743546829,25.54,58.71
8364224,2023-07-24T20:47:28,1690231648,743546848,25.55,58.57
8364224,2023-07-24T20:47:35,1690231655,743546855,25.56,58.36
8364224,2023-07-24T20:47:40,1690231660,743546860,25.59,59.36
8364224,2023-07-24T20:47:46,1690231666,743546866,25.58,59.93
8364224,2023-07-24T20:47:48,1690231668,743546868,25.58,59.93
8364224,2023-07-24T20:47:54,1690231674,743546874,25.58,60.32
8364224,2023-07-24T20:47:57,1690231677,743546877,25.61,61.40
8364224,2023-07-24T20:48:05,1690231685,743546885,25.63,61.96
8364224,2023-07-24T20:48:08,1690231688,743546888,25.65,61.58
8364224,2023-07-24T20:48:09,1690231689,743546889,25.65,61.43
8364224,2023-07-24T20:48:15,1690231695,743546895,25.65,61.98
8364224,2023-07-24T20:48:17,1690231697,743546897,25.67,62.19
8364224,2023-07-24T20:48:21,1690231701,743546901,25.68,62.51
8364224,2023-07-24T20:48:27,1690231707,743546907,25.72,62.49
8364224,2023-07-24T20:48:32,1690231712,743546912,25.73,63.30
8364224,2023-07-24T20:48:36,1690231716,743546916,25.73,64.79
8364224,2023-07-24T20:48:40,1690231720,743546920,25.73,66.27
8364224,2023-07-24T20:48:43,1690231723,743546923,25.78,66.51
8364224,2023-07-24T20:48:50,1690231730,743546930,25.80,66.04
8364224,2023-07-24T20:48:54,1690231734,743546934,25.78,64.81
8364224,2023-07-24T20:48:56,1690231736,743546936,25.80,64.52
8364224,2023-07-24T20:49:00,1690231740,743546940,25.83,63.64
8364224,2023-07-24T20:49:04,1690231744,743546944,25.83,63.24
8364224,2023-07-24T20:49:09,1690231749,743546949,25.84,64.39
